# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.888760762289166451e-03 3.742909524589776993e-03 4.671426415443420410e-01 2.888760762289166451e-03 3.742909524589776993e-03 4.671426415443420410e-01
1.000000000000000000e+03 4.287118092179298401e-03 8.267786324722692370e-05 3.123607253655791283e-03 4.287118092179298401e-03 8.267786324722692370e-05 3.123607253655791283e-03
2.000000000000000000e+03 2.001967281103134155e-03 2.958683762699365616e-05 1.462705316953361034e-03 2.001967281103134155e-03 2.958683762699365616e-05 1.462705316953361034e-03
3.000000000000000000e+03 1.443228567950427532e-03 2.007419061555992812e-05 1.130372285842895508e-03 1.443228567950427532e-03 2.007419061555992812e-05 1.130372285842895508e-03
4.000000000000000000e+03 1.115564256906509399e-03 9.680914445198141038e-06 8.467230363748967648e-04 1.115564256906509399e-03 9.680914445198141038e-06 8.467230363748967648e-04
5.000000000000000000e+03 7.015712326392531395e-04 2.629357140904176049e-06 4.944168613292276859e-04 7.015712326392531395e-04 2.629357140904176049e-06 4.944168613292276859e-04
6.000000000000000000e+03 4.819891473744064569e-04 1.103764475374191534e-06 3.034211113117635250e-04 4.819891473744064569e-04 1.103764475374191534e-06 3.034211113117635250e-04
7.000000000000000000e+03 3.278513613622635603e-04 8.249933785009488929e-07 2.058457175735384226e-04 3.278513613622635603e-04 8.249933785009488929e-07 2.058457175735384226e-04
8.000000000000000000e+03 2.517434477340430021e-04 8.166629754668974783e-07 1.573095360072329640e-04 2.517434477340430021e-04 8.166629754668974783e-07 1.573095360072329640e-04
9.000000000000000000e+03 2.016999351326376200e-04 7.685346758989908267e-07 1.236066309502348304e-04 2.016999351326376200e-04 7.685346758989908267e-07 1.236066309502348304e-04
1.000000000000000000e+04 1.626049488550052047e-04 4.661639820824348135e-07 9.521275205770507455e-05 1.626049488550052047e-04 4.661639820824348135e-07 9.521275205770507455e-05
1.100000000000000000e+04 2.012997865676879883e-04 1.174221324617974460e-04 1.648494071559980512e-04 2.012997865676879883e-04 1.174221324617974460e-04 1.648494071559980512e-04
1.200000000000000000e+04 1.133306650444865227e-04 1.508773834757448640e-07 6.050834417692385614e-05 1.133306650444865227e-04 1.508773834757448640e-07 6.050834417692385614e-05
1.300000000000000000e+04 1.008617546176537871e-04 1.154741198661213275e-06 5.091795537737198174e-05 1.008617546176537871e-04 1.154741198661213275e-06 5.091795537737198174e-05
1.400000000000000000e+04 8.766907558310776949e-05 1.310116601871413877e-07 4.669838745030574501e-05 8.766907558310776949e-05 1.310116601871413877e-07 4.669838745030574501e-05
1.500000000000000000e+04 8.057927334448322654e-05 2.046783265541307628e-06 4.472102955332957208e-05 8.057927334448322654e-05 2.046783265541307628e-06 4.472102955332957208e-05
1.500000000000000000e+04 8.057927334448322654e-05 2.046783265541307628e-06 4.472102955332957208e-05 8.057927334448322654e-05 2.046783265541307628e-06 4.472102955332957208e-05
1.600000000000000000e+04 1.706363218545448035e-05 6.587272594060777919e-08 4.777540198119822890e-06 1.706363218545448035e-05 6.587272594060777919e-08 4.777540198119822890e-06
1.700000000000000000e+04 4.888789590040687472e-06 1.610241184835103923e-08 1.065481910700327717e-06 4.888789590040687472e-06 1.610241184835103923e-08 1.065481910700327717e-06
1.800000000000000000e+04 1.704730038909474388e-06 9.330896055814719148e-09 5.509581910700944718e-07 1.704730038909474388e-06 9.330896055814719148e-09 5.509581910700944718e-07
1.900000000000000000e+04 1.182408595923334360e-06 4.953248033956469953e-09 2.102370473267001216e-07 1.182408595923334360e-06 4.953248033956469953e-09 2.102370473267001216e-07
2.000000000000000000e+04 1.175468241854105145e-06 4.381289109289809858e-09 2.093129722879893961e-07 1.175468241854105145e-06 4.381289109289809858e-09 2.093129722879893961e-07
2.100000000000000000e+04 1.170752625512250233e-06 4.226287320108212953e-09 2.099070997019225615e-07 1.170752625512250233e-06 4.226287320108212953e-09 2.099070997019225615e-07
2.200000000000000000e+04 1.166787569673033431e-06 4.203528192192607094e-09 2.106117875655399985e-07 1.166787569673033431e-06 4.203528192192607094e-09 2.106117875655399985e-07
2.300000000000000000e+04 1.163435172202298418e-06 4.208650761228227566e-09 2.112716259716762579e-07 1.163435172202298418e-06 4.208650761228227566e-09 2.112716259716762579e-07
2.400000000000000000e+04 1.159526505034591537e-06 4.299415046205012914e-09 2.116830586373907863e-07 1.159526505034591537e-06 4.299415046205012914e-09 2.116830586373907863e-07
2.500000000000000000e+04 1.155247559836425353e-06 4.339214765280985375e-09 2.118216855251375819e-07 1.155247559836425353e-06 4.339214765280985375e-09 2.118216855251375819e-07
2.600000000000000000e+04 1.151670403487514704e-06 4.338422954219822714e-09 2.118116952942727949e-07 1.151670403487514704e-06 4.338422954219822714e-09 2.118116952942727949e-07
2.700000000000000000e+04 1.148453407040506136e-06 4.333694292313339247e-09 2.117119066724626464e-07 1.148453407040506136e-06 4.333694292313339247e-09 2.117119066724626464e-07
2.800000000000000000e+04 1.146356908066081814e-06 4.302318057369802773e-09 2.115894375265270355e-07 1.146356908066081814e-06 4.302318057369802773e-09 2.115894375265270355e-07
2.900000000000000000e+04 1.144442194345174357e-06 4.293761346474411766e-09 2.115701107641143608e-07 1.144442194345174357e-06 4.293761346474411766e-09 2.115701107641143608e-07
3.000000000000000000e+04 1.142610130955290515e-06 4.281770493719250226e-09 2.114741590730773169e-07 1.142610130955290515e-06 4.281770493719250226e-09 2.114741590730773169e-07
